pH,Turbidity,Chlorine,Dissolved Oxygen,Temperature,Potability
7.61,2.79,0.93,7.98,25,TRUE
7.52,2.64,0.62,7.99,25,TRUE
7.24,3.78,0.99,7.34,0,TRUE
6.85,1.06,0.64,7.04,0,TRUE
7.42,1.37,0.6,7.24,50,TRUE
7.54,2.19,0.85,7.17,50,TRUE
6.73,4.54,0.56,7.38,0,TRUE
7.09,4.37,0.72,6.54,0,TRUE
7.06,4.93,0.89,7.38,25,TRUE
7.02,1.98,0.67,7.14,0,FALSE
6.95,2.69,0.74,6.54,0,TRUE
7.02,1.8,0.6,7.26,25,TRUE
7.98,2.15,0.73,7.2,25,TRUE
6.74,2.39,0.83,6.85,0,TRUE
6.23,4.18,0.61,7.91,25,TRUE
7.43,1.69,0.71,6.84,25,TRUE
8.06,3.43,0.54,7.04,25,TRUE
7.05,2.36,0.97,6.98,0,TRUE
8.77,1.25,0.79,7.81,50,TRUE
8.1,1.21,0.73,7.42,0,TRUE
8.01,3.69,0.8,7.77,50,TRUE
8.39,3.99,0.9,6.68,50,TRUE
7.38,2.75,0.85,11.13,0,FALSE
8.27,2.06,0.84,6.82,0,TRUE
7.46,3.3,0.51,6.95,0,TRUE
8.64,3.08,0.92,7.82,50,TRUE
6.82,2.94,0.51,6.78,25,TRUE
7.09,3.63,0.66,6.6,50,TRUE
7.81,2.04,0.72,6.78,50,TRUE
8.38,4.06,0.63,7.9,0,TRUE
8.6,4.9,0.85,7.13,50,TRUE
7.95,2.73,0.78,7.62,25,TRUE
6.73,4.77,0.97,6.93,0,TRUE
6.39,1.86,0.65,7.97,25,TRUE
6.32,1.55,0.59,7.71,25,TRUE
7.52,3.09,0.67,12.21,0,FALSE
6.95,1.99,0.64,7.48,0,TRUE
6.79,2.3,0.96,7.24,0,TRUE
6.59,4.64,0.6,7.83,25,TRUE
7.67,1.42,0.75,6.97,25,TRUE
7.88,3.18,0.69,6.96,25,TRUE
7.72,2.53,0.87,6.73,0,TRUE
6.63,4.3,0.86,6.52,25,TRUE
7.52,2.08,0.95,6.83,0,TRUE
6.76,3.88,0.71,6.66,0,TRUE
7.93,1.99,0.56,7.62,25,TRUE
8.7,4.45,0.86,7.79,50,TRUE
8.36,4.85,0.98,6.91,0,TRUE
6.83,2.41,0.83,14.26,25,FALSE
7.44,4.09,0.6,7.5,50,TRUE
8.19,1.9,0.57,7.1,0,TRUE
7.88,4.74,0.92,6.93,25,TRUE
7.76,4.44,0.59,6.88,50,TRUE
7.32,2.24,0.73,7.58,25,TRUE
6.5,3.66,0.65,7.46,25,TRUE
8.2,3.82,0.78,7.74,50,TRUE
7.76,1.74,0.67,7.19,0,TRUE
6.18,1.13,0.68,6.87,25,TRUE
7.77,3.48,0.53,6.67,0,TRUE
7.38,4.67,0.86,7.27,25,TRUE
8.73,2.81,0.84,7.38,50,TRUE
7.22,4.37,19.69,7.44,50,FALSE
7.27,1.21,0.76,6.64,0,TRUE
6.74,3.54,0.61,6.55,25,TRUE
6.29,2.47,0.83,7.31,25,TRUE
6.44,1.8,0.7,7.83,25,TRUE
7.37,3.71,0.77,7.64,0,TRUE
7.6,2.47,0.93,6.85,50,TRUE
6.59,3.24,0.95,7.48,0,TRUE
8.21,2.34,0.85,7.32,0,TRUE
6.77,3.34,0.93,7.37,0,TRUE
6.32,1.47,0.98,6.71,25,TRUE
7.92,4.61,0.65,7.17,50,TRUE
7.27,2.12,0.57,7.46,25,TRUE
7.81,2.4,0.78,17.13,25,FALSE
8.37,1.08,0.92,7.99,0,TRUE
6.75,2.04,0.63,7.21,25,TRUE
6.94,3.04,0.89,6.63,25,TRUE
7.87,3.43,0.66,7.33,0,TRUE
7.99,4.07,0.65,7.56,25,TRUE
8.44,2.77,0.77,7.95,0,TRUE
6.55,4.38,0.51,6.97,0,TRUE
7.7,2.61,0.7,7.47,50,TRUE
7.01,2.31,0.5,7.35,25,TRUE
7.31,4.56,0.9,7.9,50,TRUE
8.47,2.25,0.74,6.56,0,TRUE
8.02,4.32,0.53,7.28,0,TRUE
7.75,4.78,6.87,7.68,25,FALSE
8.36,4.04,0.87,7.89,0,TRUE
8.7,3.18,0.93,7.31,50,TRUE
8.3,2.56,0.94,6.98,50,TRUE
7.28,1.64,0.77,7.26,25,TRUE
8.45,3.32,0.71,7.15,50,TRUE
8.01,2.94,0.9,7.24,0,TRUE
8.6,3.11,0.89,6.65,50,TRUE
6.57,2.95,0.52,6.79,25,TRUE
8.3,4.22,0.67,7.31,0,TRUE
7.4,3.18,0.72,6.72,25,TRUE
6.57,3.1,0.75,7.21,25,TRUE
6.92,4.06,0.97,7.7,25,TRUE
6.97,4.25,3.49,6.82,25,FALSE
6.67,4.48,0.87,7.46,0,TRUE
6.92,1.73,0.94,6.98,25,TRUE
7.87,4.36,0.66,7.64,0,TRUE
8.07,1.08,0.82,6.82,50,TRUE
6.93,3.72,0.92,7.64,25,TRUE
6.45,4.68,0.9,7.87,25,TRUE
6.51,1.38,0.92,7.55,0,TRUE
7.96,3.13,0.75,6.55,0,TRUE
8.84,4.04,0.82,7.0,50,TRUE
6.48,3.53,0.69,6.65,25,TRUE
7.25,4.83,1.0,7.91,0,TRUE
8.59,1.42,0.51,7.77,50,TRUE
7.09,2.54,0.64,19.05,0,FALSE
7.27,4.12,0.75,7.22,25,TRUE
7.74,1.6,0.63,7.86,25,TRUE
7.65,2.18,0.64,7.55,0,TRUE
7.6,1.65,0.86,6.83,0,TRUE
7.45,1.26,0.58,7.57,25,TRUE
8.08,4.89,0.58,7.8,50,TRUE
7.64,1.85,0.81,7.55,50,TRUE
7.95,3.96,0.69,6.88,0,TRUE
7.88,2.96,0.77,7.6,50,TRUE
8.58,1.5,0.68,6.68,50,TRUE
6.37,2.28,0.71,6.82,25,TRUE
6.51,3.95,0.81,6.78,0,TRUE
6.91,3.25,18.07,6.78,50,FALSE
7.36,2.55,0.83,7.53,50,TRUE
7.05,3.71,0.92,7.5,25,TRUE
6.5,2.15,0.59,7.79,0,TRUE
7.2,3.85,0.62,7.15,0,TRUE
6.49,2.34,0.96,7.72,25,TRUE
7.92,3.91,0.66,7.52,0,TRUE
6.27,4.75,0.99,7.37,25,TRUE
7.28,2.67,0.79,7.92,25,TRUE
6.89,4.06,0.93,6.81,0,TRUE
7.41,1.4,0.81,7.43,50,TRUE
6.9,3.59,0.66,6.94,25,TRUE
7.83,2.22,0.66,7.9,25,TRUE
6.7,19.1,0.71,7.36,0,FALSE
7.22,3.43,0.64,6.9,0,TRUE
6.3,1.57,0.67,7.65,25,TRUE
7.1,1.33,0.56,7.4,0,TRUE
7.43,3.29,0.92,6.94,50,TRUE
8.21,2.6,0.67,6.56,0,TRUE
7.02,1.75,0.82,7.79,0,TRUE
6.53,4.95,0.89,7.18,0,TRUE
7.35,2.45,0.6,6.56,0,TRUE
7.52,3.3,0.83,7.31,25,TRUE
6.64,4.09,0.63,7.23,0,TRUE
8.01,1.31,0.91,7.44,50,TRUE
7.81,4.0,0.64,7.0,0,TRUE
6.74,16.65,0.81,7.74,25,FALSE
6.82,1.55,0.84,7.12,0,TRUE
6.99,2.64,0.85,7.31,25,TRUE
7.81,2.81,0.6,7.28,50,TRUE
6.54,2.94,0.94,7.57,25,TRUE
6.53,3.32,0.92,7.02,25,TRUE
8.6,2.04,0.64,7.78,50,TRUE
7.12,1.72,0.59,7.71,50,TRUE
7.14,2.45,0.86,7.23,25,TRUE
7.2,2.06,0.91,7.14,50,TRUE
8.88,4.48,0.75,7.35,50,TRUE
7.62,3.41,0.73,7.75,25,TRUE
7.13,1.63,0.65,7.34,50,TRUE
9.73,1.94,0.5,6.65,25,FALSE
7.5,4.43,0.82,7.82,0,TRUE
7.04,1.58,0.85,7.74,50,TRUE
7.88,1.14,0.53,7.65,0,TRUE
8.52,3.92,0.94,7.48,50,TRUE
7.65,1.23,0.91,7.03,0,TRUE
8.18,1.19,0.74,6.99,0,TRUE
7.86,1.54,0.7,6.56,50,TRUE
6.51,2.57,0.61,7.09,25,TRUE
7.99,2.17,0.53,7.96,0,TRUE
6.6,3.16,0.96,7.17,0,TRUE
8.55,4.61,0.79,7.65,50,TRUE
7.41,3.2,0.59,7.45,50,TRUE
7.62,3.09,0.64,19.9,25,FALSE
7.89,3.68,0.52,6.93,50,TRUE
8.7,3.07,0.89,7.33,50,TRUE
7.94,4.38,0.74,7.19,50,TRUE
8.37,1.59,0.66,7.3,50,TRUE
7.44,1.52,0.95,7.87,25,TRUE
7.11,4.49,0.66,7.27,50,TRUE
7.01,2.15,0.52,7.72,25,TRUE
6.93,3.33,0.57,7.56,25,TRUE
7.67,3.01,0.62,6.8,25,TRUE
6.5,2.79,0.91,6.57,25,TRUE
7.27,2.59,0.84,6.81,50,TRUE
7.81,3.24,0.67,7.97,25,TRUE
7.12,3.92,0.75,6.89,50,FALSE
7.76,1.06,0.52,7.65,50,TRUE
7.87,2.99,0.66,7.99,25,TRUE
7.61,2.15,0.79,6.62,50,TRUE
7.36,4.55,0.97,7.13,50,TRUE
8.16,3.44,0.91,6.75,50,TRUE
7.35,4.71,0.81,6.98,0,TRUE
6.22,4.02,0.77,7.18,25,TRUE
7.3,3.4,0.73,7.0,0,TRUE
7.2,1.42,0.52,7.17,25,TRUE
7.11,3.95,0.84,7.56,25,TRUE
8.2,2.3,0.85,7.66,50,TRUE
7.43,2.41,0.83,7.14,25,TRUE
7.7,3.2,0.84,16.58,50,FALSE
7.48,2.21,0.68,6.65,0,TRUE
6.33,3.96,0.59,6.9,25,TRUE
6.94,5.0,0.54,7.79,0,TRUE
7.1,1.91,0.64,7.12,25,TRUE
8.27,4.52,0.57,7.75,0,TRUE
7.26,2.89,0.7,7.64,25,TRUE
7.35,2.34,0.54,7.77,0,TRUE
8.54,2.64,0.96,7.6,50,TRUE
7.03,2.81,0.68,7.76,25,TRUE
6.64,3.62,0.91,7.27,0,TRUE
6.95,1.24,0.95,6.58,25,TRUE
7.96,2.66,0.59,7.58,25,TRUE
7.73,2.19,14.45,7.31,50,FALSE
7.14,1.8,0.97,7.31,25,TRUE
7.17,4.97,0.58,6.77,25,TRUE
7.79,1.78,0.78,7.17,50,TRUE
7.18,3.29,0.67,7.81,25,TRUE
7.05,2.29,0.85,6.51,25,TRUE
6.69,4.55,0.66,7.73,0,TRUE
6.88,1.6,0.57,6.62,0,TRUE
6.71,4.74,0.84,7.0,0,TRUE
7.46,4.4,0.67,7.66,50,TRUE
8.94,1.17,0.66,7.44,50,TRUE
7.89,2.84,0.9,6.69,50,TRUE
6.81,1.64,0.59,6.91,25,TRUE
7.21,4.94,10.52,6.64,0,FALSE
7.6,3.04,0.89,7.74,25,TRUE
6.38,4.05,0.72,6.89,25,TRUE
7.77,1.37,0.86,7.44,0,TRUE
7.77,2.73,0.76,7.41,25,TRUE
7.09,2.93,0.65,7.02,0,TRUE
7.81,3.21,0.72,7.03,50,TRUE
7.66,3.21,0.91,6.62,0,TRUE
6.92,1.1,0.8,7.48,0,TRUE
8.1,2.47,0.87,7.81,50,TRUE
8.44,2.2,0.97,7.6,0,TRUE
7.38,1.78,0.91,7.89,50,TRUE
6.74,4.69,0.78,6.72,25,TRUE
6.88,3.76,0.89,6.67,25,FALSE
8.54,1.91,0.66,7.04,50,TRUE
8.3,3.01,0.52,6.92,50,TRUE
8.21,3.09,0.98,7.9,50,TRUE
7.68,1.26,0.56,7.88,25,TRUE
7.36,2.78,0.63,7.74,50,TRUE
7.88,1.04,0.58,7.43,50,TRUE
7.29,3.48,0.82,6.97,25,TRUE
8.07,4.8,0.8,7.94,25,TRUE
7.62,2.21,0.79,6.74,0,TRUE
7.75,4.78,0.63,6.91,50,TRUE
7.79,4.1,0.75,7.78,0,TRUE
7.32,2.87,0.6,7.6,25,TRUE
6.95,2.16,0.6,6.88,25,FALSE
6.69,4.98,0.84,7.15,0,TRUE
7.52,1.27,0.71,6.88,0,TRUE
8.62,4.05,0.73,7.81,50,TRUE
6.89,4.79,0.82,6.95,0,TRUE
7.74,3.19,0.78,6.63,0,TRUE
7.36,2.45,0.9,7.6,0,TRUE
6.26,3.07,0.76,7.55,25,TRUE
8.34,3.36,0.92,6.82,50,TRUE
7.33,1.91,0.94,7.47,0,TRUE
6.94,1.76,0.56,6.97,0,TRUE
6.62,3.32,0.89,7.97,0,TRUE
8.68,2.09,1.0,7.03,50,TRUE
7.06,3.06,16.34,7.32,0,FALSE
7.24,4.21,0.86,7.95,25,TRUE
7.21,2.13,0.54,7.2,0,TRUE
7.9,4.41,0.75,6.54,50,TRUE
8.87,1.75,0.65,6.64,50,TRUE
7.03,3.42,0.61,7.5,50,TRUE
8.32,4.75,0.84,7.27,50,TRUE
8.08,4.35,0.91,6.79,0,TRUE
8.2,4.6,0.82,7.75,50,TRUE
7.63,3.32,0.62,7.06,25,TRUE
7.95,1.58,0.65,7.22,25,TRUE
6.77,1.48,0.81,7.09,0,TRUE
6.83,3.62,0.6,7.62,25,TRUE
6.65,4.47,13.85,7.53,0,FALSE
8.77,1.94,0.63,7.1,50,TRUE
8.25,4.37,0.87,7.83,0,TRUE
6.94,3.41,0.9,6.73,0,TRUE
7.3,3.21,0.61,6.87,0,TRUE
7.08,1.65,0.69,6.87,0,TRUE
8.78,1.76,0.9,6.79,50,TRUE
7.81,4.56,0.58,6.83,50,TRUE
7.37,2.48,0.8,6.79,50,TRUE
7.38,1.66,0.58,6.65,0,TRUE
6.7,4.94,0.56,6.82,25,TRUE
7.96,2.73,0.71,6.76,25,TRUE
7.27,3.61,0.92,6.51,50,TRUE
7.15,3.71,0.9,7.66,0,FALSE
8.23,3.23,0.92,6.63,0,TRUE
8.97,2.66,0.96,7.26,50,TRUE
8.58,2.82,0.67,7.76,50,TRUE
7.21,4.05,0.83,7.84,0,TRUE
7.94,2.86,0.57,7.06,25,TRUE
8.57,1.01,0.75,7.67,50,TRUE
8.31,1.25,0.87,6.82,0,TRUE
6.65,2.86,0.63,7.35,25,TRUE
6.62,3.01,0.51,7.18,0,TRUE
7.78,4.54,0.7,7.99,25,TRUE
7.27,2.97,0.59,6.94,50,TRUE
7.0,1.18,0.93,6.58,50,TRUE
6.83,4.46,0.92,12.21,50,FALSE
8.12,3.01,0.98,7.27,0,TRUE
6.4,2.54,0.56,7.95,25,TRUE
8.05,4.52,0.92,7.19,0,TRUE
6.51,2.36,0.54,7.76,25,TRUE
7.3,3.0,0.74,7.92,0,TRUE
6.85,2.41,0.94,7.49,25,TRUE
6.98,1.09,0.74,8.0,25,TRUE
8.76,4.71,0.71,7.86,50,TRUE
8.2,4.89,0.91,7.69,50,TRUE
7.56,1.1,0.94,7.25,25,TRUE
7.18,4.84,1.0,6.83,25,TRUE
7.91,1.96,0.59,6.65,25,TRUE
7.5,17.71,0.84,7.76,0,FALSE
7.88,2.82,0.51,6.89,0,TRUE
7.58,2.42,0.63,6.91,25,TRUE
8.16,4.91,0.85,6.78,50,TRUE
8.28,4.01,0.95,7.15,50,TRUE
7.49,2.65,0.73,7.44,25,TRUE
8.83,3.99,0.78,6.88,50,TRUE
7.65,4.27,0.66,7.5,50,TRUE
8.8,1.12,0.79,7.75,50,TRUE
8.92,1.48,0.93,6.9,50,TRUE
6.65,1.05,0.79,6.82,25,TRUE
6.2,2.65,0.72,6.8,25,TRUE
7.28,1.84,0.81,6.77,25,TRUE
6.81,3.18,0.65,7.7,25,FALSE
6.54,2.33,0.77,6.74,25,TRUE
8.2,3.99,0.59,6.71,0,TRUE
6.5,3.73,0.83,7.84,25,TRUE
8.34,2.54,0.95,6.77,0,TRUE
7.77,2.25,0.52,6.56,25,TRUE
7.09,2.44,0.98,6.97,25,TRUE
8.59,1.45,0.87,6.96,50,TRUE
7.85,4.41,0.69,7.25,25,TRUE
8.23,3.47,0.93,8.0,0,TRUE
7.97,4.4,0.84,7.47,0,TRUE
7.2,4.69,0.92,7.52,25,TRUE
6.55,2.94,0.95,6.54,0,TRUE
9.56,3.13,0.75,7.48,0,FALSE
8.13,2.64,0.98,7.87,50,TRUE
7.25,1.9,0.7,7.52,25,TRUE
8.59,2.9,1.0,6.59,50,TRUE
6.81,4.22,0.79,6.87,0,TRUE
6.62,4.08,0.75,7.65,25,TRUE
7.08,4.36,0.61,7.8,0,TRUE
8.14,4.25,0.67,7.2,50,TRUE
8.46,4.48,0.96,6.69,50,TRUE
7.19,2.87,0.86,7.07,50,TRUE
7.23,3.93,0.65,7.25,0,TRUE
6.53,1.91,0.64,7.65,25,TRUE
7.41,3.11,0.57,6.6,25,TRUE
7.63,4.73,0.93,6.68,25,FALSE
7.2,3.54,0.5,7.68,0,TRUE
6.68,4.44,0.74,6.64,25,TRUE
7.45,2.62,0.75,7.09,25,TRUE
6.59,2.77,0.64,6.65,0,TRUE
7.11,4.41,0.95,6.59,50,TRUE
7.74,3.37,0.69,6.68,0,TRUE
6.51,2.48,0.55,7.53,0,TRUE
8.22,2.69,0.79,7.54,0,TRUE
8.36,4.53,0.62,7.21,50,TRUE
6.96,3.67,0.6,7.55,0,TRUE
7.47,3.0,0.61,6.81,50,TRUE
7.45,4.64,0.52,6.67,25,TRUE
13.55,4.2,0.96,6.51,0,FALSE
8.03,3.56,0.63,7.6,25,TRUE
6.95,1.66,0.52,7.06,0,TRUE
6.78,4.2,0.51,7.73,25,TRUE
6.78,2.44,0.96,7.67,25,TRUE
6.5,3.54,0.72,6.59,0,TRUE
7.57,1.42,0.71,6.73,50,TRUE
7.78,3.72,0.8,6.9,25,TRUE
6.72,3.43,0.85,7.15,0,TRUE
7.14,3.07,0.76,6.81,25,TRUE
7.84,4.51,0.8,7.81,0,TRUE
7.24,2.02,0.65,6.92,0,TRUE
7.97,4.95,0.59,7.68,0,TRUE
6.57,3.0,0.55,6.98,50,FALSE
6.51,2.39,0.72,6.95,0,TRUE
8.15,3.62,0.67,6.69,50,TRUE
6.94,1.54,0.97,6.8,25,TRUE
6.26,4.78,0.88,6.63,25,TRUE
6.94,2.82,0.87,6.56,0,TRUE
8.19,3.41,0.91,7.51,0,TRUE
7.81,2.75,0.84,7.4,50,TRUE
7.82,2.52,0.59,7.32,25,TRUE
8.05,3.78,0.72,7.74,0,TRUE
8.07,4.92,0.88,6.87,0,TRUE
8.61,2.78,0.96,7.59,50,TRUE
7.4,1.58,0.69,7.4,25,TRUE
6.87,3.14,6.7,7.81,25,FALSE
7.85,2.06,0.98,7.54,50,TRUE
6.31,3.79,0.7,7.92,25,TRUE
8.96,2.92,0.69,7.55,50,TRUE
7.95,2.88,0.53,7.94,0,TRUE
7.85,2.25,0.68,7.03,50,TRUE
7.52,4.92,0.92,6.5,25,TRUE
7.72,2.26,0.99,6.64,25,TRUE
8.17,4.03,0.74,6.81,50,TRUE
7.74,1.5,0.65,7.64,50,TRUE
7.1,2.98,0.9,7.97,0,TRUE
6.72,1.76,0.84,7.42,0,TRUE
6.99,2.38,0.6,7.26,50,TRUE
6.83,3.35,7.8,6.79,50,FALSE
8.32,3.29,0.8,7.16,50,TRUE
8.15,1.46,0.92,7.07,50,TRUE
6.32,3.64,0.74,7.47,25,TRUE
7.9,4.65,0.57,6.93,50,TRUE
6.9,3.01,0.77,7.77,25,TRUE
7.76,3.9,0.63,7.96,50,TRUE
7.23,2.03,0.79,6.89,50,TRUE
7.42,1.48,0.77,6.78,0,TRUE
6.88,3.65,0.96,7.0,0,TRUE
7.95,4.77,0.85,7.4,25,TRUE
6.91,3.14,0.84,6.95,0,TRUE
6.57,2.52,0.87,7.04,0,TRUE
6.58,4.82,0.51,7.19,50,FALSE
7.65,3.51,0.51,6.92,0,TRUE
6.92,3.6,0.85,7.08,25,TRUE
6.79,1.63,0.83,7.83,25,TRUE
8.31,4.9,0.73,6.97,0,TRUE
7.52,4.28,0.94,6.61,0,TRUE
7.68,1.03,0.94,7.82,0,TRUE
7.4,2.79,0.6,6.99,0,TRUE
7.83,4.26,0.85,7.9,0,TRUE
7.75,4.76,0.64,7.63,0,TRUE
8.48,1.3,0.52,6.91,50,TRUE
7.71,3.15,0.81,7.14,25,TRUE
7.84,1.7,0.51,6.66,0,TRUE
7.15,12.02,0.7,6.8,25,FALSE
7.88,4.35,0.85,7.71,25,TRUE
8.57,1.1,0.71,7.58,50,TRUE
6.18,2.84,0.73,7.95,25,TRUE
7.53,3.32,0.74,7.04,50,TRUE
6.53,2.27,0.75,7.22,25,TRUE
6.4,3.27,0.78,7.47,25,TRUE
6.57,4.0,0.62,7.35,0,TRUE
7.47,3.05,0.74,6.85,0,TRUE
6.12,3.24,0.91,7.25,25,TRUE
7.6,1.62,0.98,6.97,0,TRUE
8.68,4.25,1.0,7.17,50,TRUE
7.7,1.15,0.97,7.17,0,TRUE
9.93,3.97,0.92,7.36,25,FALSE
7.18,4.5,0.68,7.53,0,TRUE
8.06,1.51,0.67,7.19,50,TRUE
7.13,4.97,0.66,7.28,0,TRUE
8.96,1.09,1.0,7.49,50,TRUE
6.65,1.1,0.71,7.68,0,TRUE
8.07,4.51,0.6,6.51,50,TRUE
7.56,2.9,0.66,7.81,50,TRUE
7.17,2.47,0.53,6.75,50,TRUE
8.12,1.92,0.55,6.78,0,TRUE
7.26,4.38,0.82,7.88,25,TRUE
7.7,1.42,0.71,7.4,0,TRUE
7.58,2.89,0.66,7.5,25,TRUE
10.14,3.7,0.72,7.17,25,FALSE
8.97,2.86,0.98,7.57,50,TRUE
7.46,2.87,0.78,6.83,25,TRUE
6.63,1.07,0.66,6.97,0,TRUE
8.31,4.95,0.58,7.34,0,TRUE
6.83,1.41,0.81,7.16,25,TRUE
6.53,2.62,0.76,7.62,0,TRUE
7.96,4.7,0.67,7.94,50,TRUE
7.01,1.96,0.56,7.05,0,TRUE
8.67,1.33,0.86,7.35,50,TRUE
7.36,3.43,0.65,6.79,50,TRUE
7.87,2.71,0.73,7.05,25,TRUE
6.87,4.02,0.75,6.79,25,TRUE
7.13,3.61,0.57,9.8,50,FALSE
6.1,3.52,0.54,7.7,25,TRUE
7.2,3.64,0.97,7.56,25,TRUE
6.56,2.94,0.51,7.65,25,TRUE
7.48,3.19,0.84,7.94,0,TRUE
8.46,1.6,0.71,6.77,0,TRUE
7.22,4.61,0.51,6.55,50,TRUE
8.62,3.58,0.96,6.91,50,TRUE
7.36,3.67,0.78,7.11,25,TRUE
8.72,4.01,0.69,6.97,50,TRUE
7.57,2.92,0.8,7.19,50,TRUE
6.87,2.56,0.95,6.89,0,TRUE
6.98,3.15,0.52,6.96,50,TRUE
7.73,1.35,0.95,9.85,0,FALSE
7.5,1.43,0.98,6.83,50,TRUE
8.18,2.34,0.69,7.68,0,TRUE
7.71,1.76,0.7,7.56,50,TRUE
7.4,3.52,0.64,7.21,25,TRUE
8.18,2.12,0.66,7.22,50,TRUE
7.0,1.75,0.91,7.7,50,TRUE
7.61,4.01,0.76,7.19,50,TRUE
7.1,1.44,0.87,7.61,25,TRUE
7.12,2.52,0.83,6.93,25,TRUE
6.5,1.92,0.57,7.0,25,TRUE
8.27,4.07,0.69,6.82,0,TRUE
7.66,2.59,0.98,6.74,0,TRUE
10.68,2.85,0.99,6.82,0,FALSE
7.08,1.65,0.96,7.29,50,TRUE
8.2,3.27,0.78,7.78,0,TRUE
7.19,2.78,0.92,6.71,50,TRUE
8.37,4.93,0.56,7.05,50,TRUE
6.51,3.42,0.72,6.67,25,TRUE
7.88,4.33,0.87,7.49,50,TRUE
7.4,2.17,0.94,7.09,50,TRUE
8.04,3.14,0.92,6.65,50,TRUE
8.86,4.96,0.75,7.21,50,TRUE
7.0,4.7,0.89,7.3,50,TRUE
7.38,4.46,0.79,7.49,50,TRUE
7.54,3.64,0.55,6.95,25,TRUE
7.76,4.13,13.77,7.85,0,FALSE
8.53,1.8,0.54,7.66,50,TRUE
8.14,3.96,0.94,7.53,0,TRUE
7.17,1.29,0.55,7.27,0,TRUE
8.26,1.04,0.87,7.6,50,TRUE
8.3,1.36,0.53,7.26,0,TRUE
7.04,4.5,0.52,7.51,50,TRUE
7.93,3.19,1.0,6.77,50,TRUE
6.78,2.32,0.99,6.52,25,TRUE
7.4,1.25,0.83,7.25,0,TRUE
7.9,1.32,0.63,7.87,50,TRUE
7.48,4.06,0.59,7.88,50,TRUE
8.01,1.1,0.95,7.48,50,TRUE
7.08,2.19,4.96,6.53,25,FALSE
7.03,4.85,0.88,6.57,0,TRUE
8.42,3.17,0.55,6.51,0,TRUE
8.22,4.82,0.9,7.33,50,TRUE
8.27,2.88,0.95,7.56,0,TRUE
6.69,2.04,0.68,7.09,25,TRUE
7.92,1.38,0.6,7.93,25,TRUE
7.76,2.47,0.76,7.29,25,TRUE
8.36,2.95,0.88,6.71,0,TRUE
6.59,3.85,0.99,7.77,25,TRUE
7.23,3.45,0.97,6.68,0,TRUE
8.35,1.36,0.92,6.77,0,TRUE
7.99,1.43,1.0,7.6,0,TRUE
13.94,4.4,0.92,7.39,0,FALSE
7.87,3.71,0.79,7.21,0,TRUE
8.59,3.91,0.56,7.93,50,TRUE
7.81,4.13,0.84,7.41,0,TRUE
6.67,3.66,0.58,7.35,0,TRUE
7.72,1.09,0.71,7.38,25,TRUE
7.09,3.06,0.82,7.71,25,TRUE
6.61,1.15,0.96,6.62,25,TRUE
7.07,4.1,0.62,7.56,0,TRUE
7.48,2.2,0.83,7.14,0,TRUE
8.35,3.5,0.75,7.89,0,TRUE
7.96,1.53,0.66,7.83,0,TRUE
7.77,1.55,0.64,7.38,25,TRUE
13.4,2.37,0.93,7.6,50,FALSE
8.1,1.7,0.71,6.69,50,TRUE
6.26,3.13,0.79,7.82,25,TRUE
6.61,1.7,0.79,7.28,0,TRUE
7.55,4.43,0.64,7.09,50,TRUE
8.66,1.04,0.62,7.25,50,TRUE
8.68,1.56,0.85,7.93,50,TRUE
6.66,2.25,0.75,6.9,0,TRUE
8.5,3.09,0.85,6.62,50,TRUE
8.22,4.07,0.57,6.65,0,TRUE
7.52,3.05,0.9,7.21,25,TRUE
8.07,3.46,0.58,7.57,0,TRUE
7.27,1.79,0.56,7.29,25,TRUE
7.17,10.18,0.6,6.91,0,FALSE
7.35,1.84,0.61,7.77,50,TRUE
7.29,1.85,0.99,7.21,50,TRUE
6.35,2.69,0.79,7.48,25,TRUE
6.95,2.6,0.84,7.36,0,TRUE
7.52,2.95,0.92,7.64,50,TRUE
8.84,3.28,0.69,7.63,50,TRUE
7.05,4.62,0.81,7.9,25,TRUE
7.52,1.19,0.62,6.67,25,TRUE
7.11,1.2,0.91,7.19,25,TRUE
7.41,3.45,0.68,7.72,0,TRUE
6.96,3.87,0.83,6.55,0,TRUE
7.47,3.88,0.69,7.44,0,TRUE
7.68,1.64,19.83,6.92,0,FALSE
8.06,2.62,0.94,6.56,50,TRUE
8.03,1.82,0.91,6.93,50,TRUE
7.35,4.64,0.74,7.26,0,TRUE
7.51,2.06,0.95,7.85,0,TRUE
6.35,1.56,0.9,6.63,25,TRUE
7.28,3.96,0.97,7.19,50,TRUE
7.46,3.86,0.81,7.25,25,TRUE
6.36,3.42,0.8,6.52,25,TRUE
7.88,2.65,0.66,7.81,50,TRUE
7.62,2.6,0.86,7.59,25,TRUE
8.26,1.56,0.88,6.95,50,TRUE
7.58,2.24,0.96,6.92,25,TRUE
6.51,8.32,0.5,7.81,0,FALSE
6.37,2.61,0.78,7.51,25,TRUE
8.84,4.5,0.82,7.92,50,TRUE
7.38,2.45,0.85,6.93,0,TRUE
6.51,3.09,0.75,7.91,25,TRUE
7.88,2.9,0.82,7.45,50,TRUE
8.11,3.88,0.59,7.3,0,TRUE
6.34,2.89,0.59,7.33,25,TRUE
8.08,4.81,0.76,7.98,0,TRUE
6.47,3.86,0.72,7.75,25,TRUE
8.47,4.19,0.72,7.01,50,TRUE
6.63,3.48,0.68,7.5,0,TRUE
8.16,1.89,0.92,6.88,50,TRUE
